date,state,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-06-18,CT,45440,4226,380293,139.857,11.4286,7031.71,0.0198895,0.0198895,3.19517,2.13011,4.79276,1.00645,226.14,150.76,339.21,4041.67,2694.44,6062.5,0.00113362,0.000755744,0.00170042,352752,235168,529129,0.0989408,0.0659605,0.148411
2020-06-19,CT,45557,4238,392088,124,11.2857,6708,0.0184854,0.0184854,3.14574,2.09716,4.71861,0.991886,227.897,151.931,341.845,3835.2,2556.8,5752.8,0.00107571,0.000717137,0.00161356,352980,235320,529470,0.0990047,0.0660032,0.148507
2020-06-20,CT,45715,4251,395887,103,9.28571,6531.43,0.0157699,0.0157699,3.05233,2.03489,4.5785,0.969209,222.564,148.376,333.847,3668.01,2445.34,5502.02,0.00102881,0.000685875,0.00154322,353203,235469,529804,0.0990672,0.0660448,0.148601
2020-06-21,CT,45755,4260,397930,95.2857,8.42857,5797,0.0164371,0.0164371,3.06839,2.0456,4.60259,0.947958,216.074,144.049,324.111,3538.99,2359.33,5308.48,0.000992624,0.000661749,0.00148894,353419,235613,530128,0.0991278,0.0660852,0.148692
2020-06-22,CT,45782,4263,404281,78.1429,8.42857,6001.14,0.0130213,0.0130213,2.94567,1.96378,4.41851,0.942795,211.731,141.154,317.597,3448.25,2298.83,5172.37,0.000967173,0.000644782,0.00145076,353631,235754,530446,0.0991872,0.0661248,0.148781
2020-06-23,CT,45899,4277,402797,78.5714,9.57143,4869.86,0.0161342,0.0161342,3.04687,2.03125,4.57031,0.94207,206.651,137.767,309.977,3382.35,2254.9,5073.53,0.00094869,0.00063246,0.00142304,353837,235892,530756,0.0992451,0.0661634,0.148868
2020-06-24,CT,45913,4287,409270,69.1429,9.71429,5141.57,0.0134478,0.0134478,2.95053,1.96702,4.4258,0.947448,210.263,140.175,315.394,3345.72,2230.48,5018.58,0.000938415,0.00062561,0.00140762,354048,236032,531071,0.0993041,0.0662027,0.148956
2020-06-25,CT,45994,4298,417120,79.1429,10.2857,5261,0.0150433,0.0150433,2.99987,1.99992,4.49981,0.963241,220.048,146.698,330.071,3335.12,2223.42,5002.69,0.000935443,0.000623629,0.00140316,354268,236178,531401,0.0993658,0.0662439,0.149049
2020-06-26,CT,46059,4307,429824,71.7143,9.85714,5390.86,0.0133029,0.0133029,2.93518,1.95678,4.40276,0.977283,214.861,143.241,322.292,3329.1,2219.4,4993.65,0.000933753,0.000622502,0.00140063,354483,236322,531724,0.0994261,0.0662841,0.149139
2020-06-27,CT,46206,4311,439030,70.1429,8.57143,6163.29,0.0113808,0.0113808,2.86033,1.90689,4.29049,0.983055,212.88,141.92,319.32,3321.21,2214.14,4981.81,0.00093154,0.000621027,0.00139731,354695,236464,532043,0.0994858,0.0663239,0.149229
2020-06-28,CT,46303,4316,445360,78.2857,8,6775.71,0.0115539,0.0115539,2.86221,1.90814,4.29332,0.991587,211.317,140.878,316.975,3311.86,2207.91,4967.8,0.000928919,0.00061928,0.00139338,354907,236604,532360,0.0995451,0.0663634,0.149318
2020-06-29,CT,46362,4320,466822,82.8571,8.14286,8934.43,0.00927392,0.00927392,2.76836,1.84557,4.15254,0.99317,208.888,139.258,313.331,3292.73,2195.16,4939.1,0.000923553,0.000615702,0.00138533,355116,236744,532673,0.0996037,0.0664024,0.149405
2020-06-30,CT,46514,4322,478358,87.8571,6.42857,10794.4,0.00813912,0.00813912,2.71601,1.81067,4.07401,0.994936,209.975,139.983,314.962,3272.73,2181.82,4909.1,0.000917943,0.000611962,0.00137692,355326,236884,532988,0.0996625,0.0664417,0.149494
2020-07-01,CT,46572,4324,489809,94.1429,5.28571,11505.6,0.00818237,0.00818237,2.71413,1.80942,4.07119,0.999825,211.068,140.712,316.601,3246.88,2164.59,4870.33,0.000910694,0.000607129,0.00136604,355537,237024,533305,0.0997217,0.0664812,0.149583
2020-07-02,CT,46646,4326,500114,93.1429,4,11856.3,0.00785599,0.00785599,2.69608,1.79739,4.04412,1.00423,212.833,141.888,319.249,3223.19,2148.79,4834.78,0.000904047,0.000602698,0.00135607,355749,237166,533624,0.0997814,0.066521,0.149672
2020-07-03,CT,46717,4335,500086,94,4,10037.4,0.00936495,0.00936495,2.75604,1.83736,4.13405,1.00994,212.742,141.828,319.113,3209.79,2139.86,4814.68,0.000900289,0.000600193,0.00135043,355962,237308,533943,0.0998411,0.0665607,0.149762
2020-07-04,CT,46717,4335,500026,73,3.42857,8713.71,0.0083776,0.0083776,2.71137,1.80758,4.06705,1.03084,217.17,144.78,325.755,3199.06,2132.71,4798.59,0.000897281,0.000598187,0.00134592,356179,237453,534269,0.099902,0.0666013,0.149853
2020-07-05,CT,46717,4335,524568,59.1429,2.71429,11315.4,0.00522674,0.00522674,2.55899,1.70599,3.83849,1.0586,221.192,147.462,331.789,3197.69,2131.79,4796.54,0.000896896,0.000597931,0.00134534,356401,237600,534601,0.0999641,0.0666427,0.149946
2020-07-06,CT,46976,4338,530513,87.7143,2.57143,9098.71,0.00964029,0.00964029,2.75527,1.83685,4.1329,1.09271,218.119,145.413,327.179,3199.74,2133.16,4799.6,0.000897469,0.000598313,0.0013462,356619,237746,534928,0.100025,0.0666835,0.150038
2020-07-07,CT,47033,4338,537826,74.1429,2.28571,8495.43,0.00872738,0.00872738,2.71495,1.80997,4.07243,1.13721,234.236,156.157,351.353,3222.24,2148.16,4833.36,0.000903782,0.000602521,0.00135567,356853,237902,535279,0.100091,0.0667273,0.150136
2020-07-08,CT,47108,4343,546003,76.5714,2.71429,8027.71,0.00953838,0.00953838,2.74364,1.82909,4.11546,1.19492,250.316,166.877,375.474,3265.91,2177.27,4898.86,0.000916029,0.000610686,0.00137404,357103,238069,535655,0.100161,0.0667741,0.150242
2020-07-09,CT,47209,4348,558442,80.4286,3.14286,8332.57,0.00965231,0.00965231,2.74429,1.82953,4.11643,1.26299,268.982,179.321,403.473,3324.62,2216.42,4986.94,0.000932498,0.000621666,0.00139875,357372,238248,536058,0.100237,0.0668244,0.150355
2020-07-10,CT,47287,4348,558461,81.4286,1.85714,8339.29,0.00976445,0.00976445,2.74484,1.82989,4.11726,1.35296,291.581,194.387,437.372,3396.16,2264.11,5094.24,0.000952562,0.000635042,0.00142884,357664,238443,536496,0.100318,0.0668789,0.150478
2020-07-11,CT,47287,4348,558388,81.4286,1.85714,8337.43,0.00976663,0.00976663,2.7412,1.82746,4.1118,1.4218,314.879,209.92,472.319,3496.18,2330.78,5244.26,0.000980616,0.000653744,0.00147092,357979,238652,536968,0.100407,0.0669378,0.15061
2020-07-12,CT,47287,4348,589394,81.4286,1.85714,9260.86,0.00879277,0.00879277,2.69977,1.79985,4.04966,1.46683,358.366,238.91,537.548,3641.66,2427.77,5462.49,0.00102142,0.000680948,0.00153213,358337,238891,537506,0.100507,0.0670048,0.150761
2020-07-13,CT,47510,4371,591980,76.2857,4.71429,8781,0.00868759,0.00868759,2.69213,1.79476,4.0382,1.49018,416.321,277.547,624.481,3846.67,2564.44,5770,0.00107892,0.000719281,0.00161838,358753,239169,538130,0.100624,0.0670827,0.150936
2020-07-14,CT,47530,4372,604123,71,4.85714,9471,0.00749657,0.00749657,2.63977,1.75985,3.95966,1.48143,425.655,283.77,638.483,4063.43,2708.96,6095.15,0.00113972,0.000759814,0.00170958,359179,239453,538769,0.100743,0.0671622,0.151115
2020-07-15,CT,47636,4380,615658,75.4286,5.28571,9950.71,0.00758022,0.00758022,2.64018,1.76012,3.96027,1.43091,434.988,289.992,652.483,4288.45,2858.96,6432.67,0.00120283,0.000801889,0.00180425,359614,239743,539421,0.100865,0.0672436,0.151298
2020-07-16,CT,47750,4389,630083,77.2857,5.85714,10234.4,0.00755154,0.00755154,2.63585,1.75723,3.95378,1.3514,441.473,294.315,662.21,4518.85,3012.57,6778.28,0.00126746,0.000844972,0.00190119,360055,240037,540083,0.100989,0.0673261,0.151484
2020-07-17,CT,47893,4396,630108,86.5714,6.85714,10235.3,0.00845814,0.00845814,2.66967,1.77978,4.00451,1.23218,450.441,300.294,675.662,4756.46,3170.97,7134.69,0.0013341,0.000889402,0.00200116,360506,240337,540759,0.101116,0.0674104,0.151673
2020-07-18,CT,47893,4396,629969,86.5714,6.85714,10225.9,0.00846593,0.00846593,2.66674,1.77783,4.00011,1.11246,453.798,302.532,680.696,4997.52,3331.68,7496.28,0.00140172,0.000934477,0.00210257,360960,240640,541440,0.101243,0.0674952,0.151864
2020-07-19,CT,47893,4396,657131,86.5714,6.85714,9676.71,0.00894637,0.00894637,2.68211,1.78807,4.02316,0.993502,414.299,276.2,621.449,5194.65,3463.1,7791.97,0.00145701,0.000971338,0.00218551,361374,240916,542061,0.101359,0.0675727,0.152039
2020-07-20,CT,48055,4406,662796,77.8571,5,10116.6,0.007696,0.007696,2.62962,1.75308,3.94443,0.876689,360.456,240.304,540.684,5333.91,3555.94,8000.87,0.00149607,0.000997378,0.0022441,361734,241156,542602,0.10146,0.0676401,0.15219
2020-07-21,CT,48096,4406,662837,80.8571,4.85714,8387.71,0.00963995,0.00963995,2.70131,1.80087,4.05196,0.77662,328.649,219.099,492.973,5444.44,3629.63,8166.66,0.00152707,0.00101805,0.0022906,362063,241375,543095,0.101552,0.0677015,0.152328
2020-07-22,CT,48223,4406,674406,83.8571,3.71429,8392.57,0.00999183,0.00999183,2.71061,1.80707,4.06591,0.701262,296.889,197.926,445.334,5507.09,3671.4,8260.64,0.00154464,0.00102976,0.00231696,362360,241573,543540,0.101636,0.0677571,0.152453
2020-07-23,CT,48232,4410,687888,68.8571,3,8257.86,0.00833838,0.00833838,2.64609,1.76406,3.96914,0.645305,265.178,176.785,397.766,5521.96,3681.3,8282.93,0.00154881,0.00103254,0.00232322,362625,241750,543938,0.10171,0.0678066,0.152565
2020-07-24,CT,48776,4413,713072,126.143,2.42857,11852,0.0106432,0.0106432,2.72652,1.81768,4.08978,0.617915,230.536,153.69,345.803,5483.51,3655.67,8225.26,0.00153803,0.00102535,0.00230704,362856,241904,544284,0.101775,0.0678497,0.152662
2020-07-25,CT,48776,4413,713072,126.143,2.42857,11871.9,0.0106254,0.0106254,2.72252,1.81501,4.08378,0.615377,202.76,135.173,304.14,5394.69,3596.46,8092.03,0.00151311,0.00100874,0.00226967,363059,242039,544588,0.101831,0.0678877,0.152747
2020-07-26,CT,48776,4413,713072,126.143,2.42857,7991.57,0.0157845,0.0157845,2.87653,1.91769,4.3148,0.642856,191.15,127.434,286.725,5270.96,3513.97,7906.44,0.00147841,0.000985607,0.00221762,363250,242166,544874,0.101885,0.0679234,0.152828
2020-07-27,CT,48983,4418,745051,132.571,1.71429,11750.7,0.011282,0.011282,2.73762,1.82508,4.10642,0.700208,189.097,126.065,283.645,5101.69,3401.13,7652.54,0.00143093,0.000953956,0.0021464,363439,242292,545158,0.101938,0.0679588,0.152907
2020-07-28,CT,49077,4423,752688,140.143,2.42857,12835.9,0.0109181,0.0109181,2.72228,1.81485,4.08342,0.778254,192.696,128.464,289.044,4878.07,3252.04,7317.1,0.00136821,0.000912141,0.00205232,363631,242421,545447,0.101992,0.0679948,0.152988
2020-07-29,CT,49540,4425,765776,188.143,2.71429,13052.9,0.0144139,0.0144139,2.82609,1.88406,4.23913,0.856671,196.292,130.861,294.438,4648.7,3099.13,6973.05,0.00130388,0.000869253,0.00195582,363828,242552,545742,0.102047,0.0680315,0.153071
2020-07-30,CT,49670,4431,778728,205.429,3,12977.1,0.01583,0.01583,2.86176,1.90784,4.29265,0.934304,199.885,133.257,299.828,4413.6,2942.4,6620.4,0.00123794,0.000825291,0.0018569,364028,242685,546041,0.102103,0.0680689,0.153155
2020-07-31,CT,49810,4432,793996,147.714,2.71429,11560.6,0.0127774,0.0127774,2.77071,1.84714,4.15606,1.00516,210.794,140.529,316.191,4182.92,2788.61,6274.38,0.00117324,0.000782157,0.00175985,364238,242826,546358,0.102162,0.0681083,0.153244
2020-08-01,CT,49810,4432,793996,147.714,2.71429,11560.6,0.0127774,0.0127774,2.76722,1.84481,4.15083,1.06164,210.168,140.112,315.252,3942.65,2628.43,5913.97,0.00110584,0.000737228,0.00165876,364449,242966,546673,0.102221,0.0681476,0.153332
2020-08-02,CT,49810,4432,793996,147.714,2.71429,11560.6,0.0127774,0.0127774,2.76377,1.84251,4.14565,1.09329,216.794,144.529,325.191,3705.64,2470.43,5558.46,0.00103937,0.000692912,0.00155905,364665,243110,546998,0.102282,0.0681881,0.153423
2020-08-03,CT,50062,4437,829182,154.143,2.71429,12018.7,0.0128252,0.0128252,2.76176,1.84117,4.14264,1.1075,222.383,148.255,333.574,3513.73,2342.48,5270.59,0.000985538,0.000657025,0.00147831,364888,243259,547332,0.102345,0.0682297,0.153517
2020-08-04,CT,50110,4437,836271,147.571,2,11940.4,0.012359,0.012359,2.74445,1.82963,4.11667,1.10125,224.282,149.522,336.424,3377.55,2251.7,5066.33,0.000947344,0.000631563,0.00142102,365112,243408,547668,0.102407,0.0682717,0.153611
2020-08-05,CT,50225,4437,848109,97.8571,1.71429,11761.9,0.00831987,0.00831987,2.60809,1.73873,3.91213,1.09751,226.183,150.789,339.274,3275.09,2183.39,4912.63,0.000918604,0.000612403,0.00137791,365338,243559,548007,0.102471,0.0683139,0.153706
2020-08-06,CT,50245,4437,857098,82.1429,0.857143,11195.7,0.00733699,0.00733699,2.56851,1.71234,3.85277,1.10101,228.084,152.056,342.126,3206.28,2137.52,4809.42,0.000899305,0.000599537,0.00134896,365566,243711,548349,0.102535,0.0683566,0.153802
2020-08-07,CT,50320,4441,864633,72.8571,1.28571,10091,0.00722001,0.00722001,2.56148,1.70765,3.84222,1.11133,229.597,153.065,344.396,3170.7,2113.8,4756.05,0.000889326,0.000592884,0.00133399,365796,243864,548694,0.102599,0.0683995,0.153899
2020-08-08,CT,50320,4441,864633,72.8571,1.28571,10091,0.00722001,0.00722001,2.55902,1.70601,3.83853,1.13385,241.344,160.896,362.015,3181.51,2121.01,4772.26,0.000892357,0.000594905,0.00133854,366037,244025,549056,0.102667,0.0684447,0.154
2020-08-09,CT,50320,4441,864633,72.8571,1.28571,10091,0.00722001,0.00722001,2.55658,1.70438,3.83486,1.17416,257.822,171.881,386.733,3236.57,2157.71,4854.86,0.000907801,0.000605201,0.0013617,366295,244197,549443,0.102739,0.0684929,0.154109
2020-08-10,CT,50567,4444,902957,72.1429,1,10539.3,0.00684514,0.00684514,2.53958,1.69305,3.80937,1.21469,272.59,181.727,408.885,3318.01,2212.01,4977.02,0.000930643,0.000620429,0.00139596,366568,244378,549851,0.102816,0.0685438,0.154224
2020-08-11,CT,50684,4444,911299,82,1,10718.3,0.00765048,0.00765048,2.56797,1.71198,3.85195,1.25031,291.875,194.583,437.813,3420.79,2280.53,5131.18,0.000959471,0.000639647,0.00143921,366860,244573,550289,0.102898,0.0685984,0.154346
2020-08-12,CT,50706,4450,919283,68.7143,1.85714,10167.7,0.00675809,0.00675809,2.53151,1.68768,3.79727,1.27689,311.142,207.428,466.713,3539.23,2359.49,5308.85,0.000992693,0.000661795,0.00148904,367171,244780,550756,0.102985,0.0686566,0.154477
2020-08-13,CT,50782,4450,927335,76.7143,1.85714,10033.9,0.00764554,0.00764554,2.56291,1.70861,3.84437,1.28138,330.39,220.26,495.585,3673.33,2448.89,5510,0.0010303,0.00068687,0.00154546,367501,245001,551252,0.103078,0.0687184,0.154616
2020-08-14,CT,50897,4453,937690,82.4286,1.71429,10436.7,0.00789794,0.00789794,2.56968,1.71312,3.85452,1.26563,337.322,224.881,505.983,3810.77,2540.51,5716.15,0.00106885,0.000712569,0.00160328,367838,245226,551758,0.103172,0.0687814,0.154758
2020-08-15,CT,50897,4453,937690,82.4286,1.71429,10436.7,0.00789794,0.00789794,2.56726,1.71151,3.85089,1.22725,346.563,231.042,519.845,3946.54,2631.03,5919.81,0.00110693,0.000737956,0.0016604,368185,245457,552277,0.103269,0.0688462,0.154904
2020-08-16,CT,50897,4453,937690,82.4286,1.71429,10436.7,0.00789794,0.00789794,2.56485,1.7099,3.84728,1.17231,344.691,229.794,517.036,4081.06,2720.71,6121.59,0.00114467,0.00076311,0.001717,368530,245686,552794,0.103366,0.0689107,0.155049
2020-08-17,CT,51267,4456,981968,100,1.71429,11287.3,0.00885953,0.00885953,2.59573,1.73049,3.89359,1.10896,340.684,227.123,511.026,4204.95,2803.3,6307.43,0.00117941,0.000786276,0.00176912,368870,245914,553305,0.103462,0.0689744,0.155192
2020-08-18,CT,51255,4456,992731,81.5714,1.71429,11633.1,0.00701199,0.00701199,2.52776,1.68517,3.79164,1.04642,334.032,222.688,501.048,4316.6,2877.73,6474.9,0.00121073,0.000807153,0.0018161,369204,246136,553807,0.103555,0.0690369,0.155333
2020-08-19,CT,51314,4457,1002420,86.8571,1,11876.7,0.00731323,0.00731323,2.53672,1.69115,3.80508,0.986237,327.39,218.26,491.085,4419.71,2946.47,6629.56,0.00123965,0.000826433,0.00185947,369532,246355,554298,0.103647,0.0690981,0.155471
2020-08-20,CT,51432,4458,1014840,92.8571,1.14286,12500.7,0.00742815,0.00742815,2.53867,1.69244,3.808,0.938559,320.758,213.839,481.138,4514.28,3009.52,6771.43,0.00126618,0.000844118,0.00189927,369853,246568,554779,0.103737,0.0691581,0.155606
2020-08-21,CT,51519,4460,1022370,88.8571,1,12097.1,0.0073453,0.0073453,2.53343,1.68895,3.80015,0.90643,300.071,200.047,450.106,4586.27,3057.51,6879.41,0.00128637,0.000857579,0.00192955,370153,246768,555229,0.103821,0.0692142,0.155732
2020-08-22,CT,51519,4460,1022370,88.8571,1,12097.1,0.0073453,0.0073453,2.53123,1.68749,3.79684,0.891455,289.61,193.073,434.415,4646.28,3097.52,6969.42,0.0013032,0.0008688,0.0019548,370442,246961,555663,0.103902,0.0692683,0.155854
2020-08-23,CT,51519,4460,1022370,88.8571,1,12097.1,0.0073453,0.0073453,2.52904,1.68603,3.79356,0.893957,282.995,188.663,424.492,4687.93,3125.29,7031.9,0.00131488,0.000876589,0.00197232,370725,247150,556088,0.103982,0.0693212,0.155973
2020-08-24,CT,52011,4460,1077716,106.286,0.571429,13678.3,0.0077704,0.0077704,2.5419,1.6946,3.81286,0.910855,284.844,189.896,427.267,4714.96,3143.3,7072.44,0.00132246,0.000881641,0.00198369,371010,247340,556515,0.104062,0.0693745,0.156093
2020-08-25,CT,52040,4463,1082706,112.143,1,12853.6,0.00872465,0.00872465,2.57187,1.71458,3.85781,0.966484,290.671,193.781,436.006,4733.04,3155.36,7099.56,0.00132753,0.000885022,0.0019913,371301,247534,556951,0.104143,0.0694289,0.156215
2020-08-26,CT,52220,4463,1098035,129.429,0.857143,13659.3,0.0094755,0.0094755,2.59355,1.72903,3.89032,1.03729,296.49,197.66,444.735,4737.65,3158.44,7106.48,0.00132883,0.000885885,0.00199324,371597,247731,557396,0.104226,0.0694843,0.15634
2020-08-27,CT,52350,4465,1113496,131.143,1,14093.7,0.00930506,0.00930506,2.58581,1.72387,3.87871,1.11947,302.302,201.535,453.454,4728.81,3152.54,7093.22,0.00132635,0.000884232,0.00198952,371899,247933,557849,0.104311,0.0695408,0.156467
2020-08-28,CT,52495,4465,1127506,139.429,0.714286,15019.4,0.00928321,0.00928321,2.58276,1.72184,3.87414,1.20567,356.562,237.708,534.843,4754.99,3169.99,7132.48,0.00133369,0.000889126,0.00200053,372256,248171,558384,0.104411,0.0696075,0.156617
2020-08-29,CT,52495,4465,1127506,139.429,0.714286,15019.4,0.00928321,0.00928321,2.58042,1.72028,3.87063,1.28932,383.32,255.547,574.98,4800.98,3200.66,7201.48,0.00134659,0.000897727,0.00201989,372639,248426,558959,0.104519,0.0696792,0.156778
2020-08-30,CT,52495,4465,1127506,139.429,0.714286,15019.4,0.00928321,0.00928321,2.5781,1.71873,3.86714,1.33447,413.476,275.651,620.214,4867.9,3245.26,7301.84,0.00136536,0.000910239,0.00204804,373053,248702,559579,0.104635,0.0697565,0.156952
2020-08-31,CT,52879,4465,1173096,124,0.714286,13625.7,0.00910044,0.00910044,2.5701,1.7134,3.85515,1.3639,436.859,291.24,655.289,4960.06,3306.71,7440.1,0.00139121,0.000927474,0.00208682,373490,248993,560235,0.104757,0.0698382,0.157136
2020-09-01,CT,53006,4466,1192338,138,0.428571,15661.7,0.0088113,0.0088113,2.55874,1.70583,3.83811,1.343,450.948,300.632,676.423,5070.33,3380.22,7605.49,0.00142214,0.000948092,0.00213321,373941,249294,560911,0.104884,0.0699225,0.157326
2020-09-02,CT,53108,4467,1203979,126.857,0.571429,15134.9,0.00838179,0.00838179,2.5428,1.6952,3.8142,1.29924,465.023,310.015,697.534,5201.32,3467.55,7801.98,0.00145888,0.000972586,0.00218832,374406,249604,561609,0.105014,0.0700095,0.157521
2020-09-03,CT,53209,4468,1218216,122.714,0.428571,14960,0.00820283,0.00820283,2.53486,1.68991,3.80229,1.23714,479.082,319.388,718.623,5353.01,3568.67,8029.52,0.00150143,0.00100095,0.00225214,374885,249923,562327,0.105149,0.070099,0.157723
2020-09-04,CT,53365,4468,1237658,124.286,0.428571,15736,0.00789818,0.00789818,2.52277,1.68185,3.78416,1.15963,460.475,306.983,690.712,5492.73,3661.82,8239.09,0.00154061,0.00102708,0.00231092,375345,250230,563018,0.105278,0.0701851,0.157917
2020-09-05,CT,53365,4468,1237658,124.286,0.428571,15736,0.00789818,0.00789818,2.52073,1.68049,3.7811,1.07287,454.07,302.714,681.106,5646.73,3764.49,8470.09,0.00158381,0.00105587,0.00237571,375799,250533,563699,0.105405,0.07027,0.158108
2020-09-06,CT,53365,4468,1237658,124.286,0.428571,15736,0.00789818,0.00789818,2.51871,1.67914,3.77806,1.01517,445.426,296.951,668.14,5802.54,3868.36,8703.82,0.00162751,0.00108501,0.00244127,376245,250830,564367,0.10553,0.0703533,0.158295
2020-09-07,CT,53365,4468,1237658,69.4286,0.428571,9223.14,0.00752765,0.00752765,2.50443,1.66962,3.75665,0.964185,432.861,288.574,649.291,5952.41,3968.27,8928.62,0.00166955,0.00111303,0.00250432,376678,251118,565016,0.105651,0.0704343,0.158477
2020-09-08,CT,53782,4474,1286887,110.857,1.14286,13507,0.00820738,0.00820738,2.52468,1.68312,3.78702,0.934542,423.709,282.472,635.563,6091.28,4060.85,9136.91,0.0017085,0.001139,0.00256274,377101,251401,565652,0.10577,0.0705135,0.158655
2020-09-09,CT,53871,4474,1292847,109,1,12695.4,0.00858577,0.00858577,2.53457,1.68972,3.80186,0.919621,414.57,276.38,621.855,6215.17,4143.45,9322.76,0.00174325,0.00116216,0.00261487,377516,251677,566274,0.105887,0.070591,0.15883
2020-09-10,CT,54093,4478,1309460,126.286,1.42857,13034.9,0.00968831,0.00968831,2.56569,1.71046,3.84853,0.91634,405.445,270.297,608.168,6324.13,4216.09,9486.19,0.00177381,0.00118254,0.00266071,377921,251948,566882,0.106,0.0706668,0.159
2020-09-11,CT,54326,4480,1330984,137.286,1.71429,13332.3,0.0102972,0.0102972,2.58097,1.72064,3.87145,0.927796,403.628,269.086,605.443,6425.46,4283.64,9638.18,0.00180223,0.00120148,0.00270334,378325,252217,567487,0.106113,0.0707423,0.15917
2020-09-12,CT,54326,4480,1330984,137.286,1.71429,13332.3,0.0102972,0.0102972,2.57876,1.71917,3.86813,0.959821,404.705,269.803,607.057,6473.6,4315.73,9710.4,0.00181573,0.00121049,0.00272359,378730,252486,568094,0.106227,0.070818,0.15934
2020-09-13,CT,54326,4480,1330984,137.286,1.71429,13332.3,0.0102972,0.0102972,2.57656,1.71771,3.86485,1.00102,408.788,272.526,613.182,6499.07,4332.71,9748.6,0.00182287,0.00121525,0.00273431,379138,252759,568708,0.106342,0.0708944,0.159512
2020-09-14,CT,54895,4485,1379988,218.571,2.42857,20332.9,0.0107497,0.0107497,2.53325,1.68883,3.79987,1.05351,419.142,279.428,628.713,6504.73,4336.49,9757.1,0.00182446,0.00121631,0.00273669,379558,253038,569336,0.106459,0.0709728,0.159689
2020-09-15,CT,55031,4485,1390771,178.429,1.57143,14840.6,0.012023,0.012023,2.61832,1.74555,3.92749,1.11702,449.474,299.65,674.212,6517.35,4344.9,9776.02,0.001828,0.00121867,0.002742,380007,253338,570011,0.106585,0.0710568,0.159878
2020-09-16,CT,55166,4487,1394405,185,1.85714,14508.3,0.0127513,0.0127513,2.63439,1.75626,3.95159,1.18344,479.786,319.857,719.679,6546.19,4364.12,9819.28,0.00183609,0.00122406,0.00275413,380487,253658,570730,0.10672,0.0711466,0.16008
2020-09-17,CT,55386,4488,1408273,184.714,1.42857,14116.1,0.0130853,0.0130853,2.64025,1.76017,3.96037,1.24042,510.076,340.051,765.114,6591.24,4394.16,9886.86,0.00184873,0.00123248,0.00277309,380997,253998,571495,0.106863,0.0712419,0.160294
2020-09-18,CT,55527,4492,1422148,171.571,1.71429,13023.4,0.0131741,0.0131741,2.64003,1.76002,3.96004,1.28795,552.149,368.099,828.223,6664.31,4442.87,9996.46,0.00186922,0.00124615,0.00280383,381549,254366,572324,0.107018,0.0713452,0.160527
2020-09-19,CT,55527,4492,1422148,171.571,1.71429,13023.4,0.0131741,0.0131741,2.63766,1.75844,3.95649,1.31219,586.763,391.175,880.144,6790.59,4527.06,10185.9,0.00190464,0.00126976,0.00285696,382136,254757,573204,0.107182,0.0714549,0.160774
2020-09-20,CT,55527,4492,1422148,171.571,1.71429,13023.4,0.0131741,0.0131741,2.6353,1.75687,3.95296,1.31296,612.928,408.619,919.393,6949.45,4632.97,10424.2,0.0019492,0.00129947,0.0029238,382749,255166,574123,0.107354,0.0715695,0.161031
2020-09-21,CT,56024,4495,1467766,161.286,1.42857,12539.7,0.012862,0.012862,2.62543,1.75028,3.93814,1.2952,644.715,429.81,967.072,7148.74,4765.83,10723.1,0.0020051,0.00133673,0.00300764,383393,255596,575090,0.107535,0.0716901,0.161303
2020-09-22,CT,56160,4496,1479824,161.286,1.57143,12721.9,0.0126778,0.0126778,2.61866,1.74577,3.92799,1.2606,652.013,434.675,978.019,7367.89,4911.93,11051.8,0.00206656,0.00137771,0.00309985,384045,256030,576068,0.107718,0.071812,0.161577
2020-09-23,CT,56315,4497,1489898,164.143,1.42857,13641.9,0.0120323,0.0120323,2.6005,1.73367,3.90075,1.21771,659.3,439.534,988.951,7603.48,5068.99,11405.2,0.00213264,0.00142176,0.00319896,384705,256470,577057,0.107903,0.0719353,0.161854
2020-09-24,CT,56472,4499,1505473,155.143,1.57143,13885.7,0.0111728,0.0111728,2.57655,1.7177,3.86483,1.18623,666.577,444.385,999.866,7855.49,5236.99,11783.2,0.00220333,0.00146888,0.00330499,385371,256914,578057,0.10809,0.0720599,0.162135
2020-09-25,CT,56587,4501,1519151,151.429,1.28571,13857.6,0.0109275,0.0109275,2.56812,1.71208,3.85218,1.15975,679.428,452.952,1019.14,8129.47,5419.65,12194.2,0.00228017,0.00152012,0.00342026,386051,257367,579076,0.10828,0.072187,0.162421
2020-09-26,CT,56587,4501,1519151,151.429,1.28571,13857.6,0.0109275,0.0109275,2.56607,1.71071,3.84911,1.15158,709.003,472.669,1063.5,8434.85,5623.23,12652.3,0.00236583,0.00157722,0.00354874,386760,257840,580140,0.108479,0.0723195,0.162719
